WARNING ,Connection established: True
WARNING ,GPSNavInit
WARNING ,goodFix and end GPSNavInit
WARNING ,End initialize IMU & GPS
WARNING ,begin calibrateMag
INFO    ,bearRel: 5.345766
INFO    ,bearRel: 5.345766
INFO    ,bearRel: -4.477372
INFO    ,bearRel: -4.477372
INFO    ,bearRel: -4.477372
INFO    ,bearRel: -4.477372
INFO    ,bearRel: -4.477372
INFO    ,bearRel: -4.477372
INFO    ,bearRel: -4.477372
INFO    ,bearRel: -4.477372
INFO    ,bearRel: -4.477372
INFO    ,bearRel: -2.639821
INFO    ,bearRel: -2.639821
INFO    ,bearRel: -2.639821
INFO    ,bearRel: -2.639821
INFO    ,bearRel: -2.639821
INFO    ,bearRel: -2.639821
INFO    ,bearRel: -2.639821
INFO    ,bearRel: -2.639821
INFO    ,bearRel: -2.639821
INFO    ,bearRel: -2.639821
INFO    ,bearRel: 4.030327
INFO    ,bearRel: 4.030327
INFO    ,bearRel: 4.030327
INFO    ,bearRel: 4.030327
INFO    ,bearRel: 4.030327
INFO    ,bearRel: 4.030327
INFO    ,bearRel: 4.030327
INFO    ,bearRel: 4.030327
INFO    ,bearRel: 4.030327
INFO    ,bearRel: 4.030327
INFO    ,bearRel: 4.030327
INFO    ,bearRel: 4.030327
INFO    ,bearRel: 4.030327
INFO    ,bearRel: 4.030327
INFO    ,bearRel: 4.030327
INFO    ,bearRel: 4.030327
INFO    ,bearRel: 4.030327
INFO    ,bearRel: 4.030327
INFO    ,bearRel: 4.030327
INFO    ,bearRel: 4.030327
INFO    ,bearRel: 5.054070
INFO    ,bearRel: 5.054070
INFO    ,bearRel: 5.054070
INFO    ,bearRel: 5.054070
INFO    ,bearRel: 5.054070
INFO    ,bearRel: 5.054070
INFO    ,bearRel: 5.054070
INFO    ,bearRel: 5.054070
INFO    ,bearRel: 5.054070
INFO    ,bearRel: 5.054070
INFO    ,bearRel: 10.050116
INFO    ,bearRel: 10.050116
INFO    ,bearRel: 10.050116
INFO    ,bearRel: 10.050116
INFO    ,bearRel: 10.050116
INFO    ,bearRel: 10.050116
INFO    ,bearRel: 10.050116
INFO    ,bearRel: 10.050116
INFO    ,bearRel: 10.050116
INFO    ,bearRel: 10.050116
INFO    ,bearRel: 5.420779
INFO    ,bearRel: 5.420779
INFO    ,bearRel: 5.420779
INFO    ,bearRel: 5.420779
INFO    ,bearRel: 5.420779
INFO    ,bearRel: 5.420779
INFO    ,bearRel: 5.420779
INFO    ,bearRel: 5.420779
INFO    ,bearRel: 5.420779
INFO    ,bearRel: 14.818085
INFO    ,bearRel: 14.818085
INFO    ,bearRel: 14.818085
INFO    ,bearRel: 14.818085
INFO    ,bearRel: 14.818085
INFO    ,bearRel: 14.818085
INFO    ,bearRel: 14.818085
INFO    ,bearRel: 14.818085
INFO    ,bearRel: 14.818085
INFO    ,bearRel: 14.818085
INFO    ,bearRel: 26.064053
INFO    ,bearRel: 26.064053
INFO    ,bearRel: 26.064053
INFO    ,bearRel: 26.064053
INFO    ,bearRel: 26.064053
INFO    ,bearRel: 26.064053
INFO    ,bearRel: 26.064053
INFO    ,bearRel: 26.064053
INFO    ,bearRel: 26.064053
INFO    ,bearRel: 26.064053
INFO    ,bearRel: 27.875218
INFO    ,bearRel: 27.875218
INFO    ,bearRel: 27.875218
INFO    ,bearRel: 27.875218
INFO    ,bearRel: 27.875218
INFO    ,bearRel: 27.875218
INFO    ,bearRel: 27.875218
INFO    ,bearRel: 27.875218
INFO    ,bearRel: 27.875218
INFO    ,bearRel: 27.875218
INFO    ,bearRel: 29.482469
INFO    ,bearRel: 29.482469
INFO    ,bearRel: 29.482469
INFO    ,bearRel: 29.482469
INFO    ,bearRel: 29.482469
INFO    ,bearRel: 29.482469
INFO    ,bearRel: 29.482469
INFO    ,bearRel: 29.482469
INFO    ,bearRel: 29.482469
INFO    ,bearRel: 29.482469
INFO    ,bearRel: 30.158765
INFO    ,bearRel: 30.158765
INFO    ,bearRel: 30.158765
INFO    ,bearRel: 30.158765
INFO    ,bearRel: 30.158765
INFO    ,bearRel: 30.158765
INFO    ,bearRel: 30.158765
INFO    ,bearRel: 30.158765
INFO    ,bearRel: 30.158765
INFO    ,bearRel: 30.158765
INFO    ,bearRel: 30.158765
INFO    ,bearRel: 30.158765
INFO    ,bearRel: 30.158765
INFO    ,bearRel: 30.158765
INFO    ,bearRel: 30.158765
INFO    ,bearRel: 30.158765
INFO    ,bearRel: 30.158765
INFO    ,bearRel: 30.158765
INFO    ,bearRel: 30.158765
INFO    ,bearRel: 30.158765
INFO    ,bearRel: 30.158765
INFO    ,bearRel: 30.158765
INFO    ,bearRel: 30.158765
INFO    ,bearRel: 30.158765
INFO    ,bearRel: 30.158765
INFO    ,bearRel: 30.158765
INFO    ,bearRel: 30.158765
INFO    ,bearRel: 30.158765
INFO    ,bearRel: 30.158765
INFO    ,bearRel: 43.684076
INFO    ,bearRel: 43.684076
INFO    ,bearRel: 43.684076
INFO    ,bearRel: 43.684076
INFO    ,bearRel: 43.684076
INFO    ,bearRel: 43.684076
INFO    ,bearRel: 43.684076
INFO    ,bearRel: 43.684076
INFO    ,bearRel: 43.684076
INFO    ,bearRel: 43.684076
INFO    ,bearRel: 46.728491
INFO    ,bearRel: 46.728491
INFO    ,bearRel: 46.728491
INFO    ,bearRel: 46.728491
INFO    ,bearRel: 46.728491
INFO    ,bearRel: 46.728491
INFO    ,bearRel: 46.728491
INFO    ,bearRel: 46.728491
INFO    ,bearRel: 46.728491
INFO    ,bearRel: 46.728491
INFO    ,bearRel: 52.975076
INFO    ,bearRel: 52.975076
INFO    ,bearRel: 52.975076
INFO    ,bearRel: 52.975076
INFO    ,bearRel: 52.975076
INFO    ,bearRel: 52.975076
INFO    ,bearRel: 52.975076
INFO    ,bearRel: 52.975076
INFO    ,bearRel: 52.975076
INFO    ,bearRel: 58.974208
INFO    ,bearRel: 58.974208
INFO    ,bearRel: 58.974208
INFO    ,bearRel: 58.974208
INFO    ,bearRel: 58.974208
INFO    ,bearRel: 58.974208
INFO    ,bearRel: 58.974208
INFO    ,bearRel: 58.974208
INFO    ,bearRel: 58.974208
INFO    ,bearRel: 58.974208
INFO    ,bearRel: 62.084963
INFO    ,bearRel: 62.084963
INFO    ,bearRel: 62.084963
INFO    ,bearRel: 62.084963
INFO    ,bearRel: 62.084963
INFO    ,bearRel: 62.084963
INFO    ,bearRel: 62.084963
INFO    ,bearRel: 62.084963
INFO    ,bearRel: 62.084963
INFO    ,bearRel: 62.084963
INFO    ,bearRel: 58.410004
INFO    ,bearRel: 58.410004
INFO    ,bearRel: 58.410004
INFO    ,bearRel: 58.410004
INFO    ,bearRel: 58.410004
INFO    ,bearRel: 58.410004
INFO    ,bearRel: 58.410004
INFO    ,bearRel: 58.410004
INFO    ,bearRel: 58.410004
INFO    ,bearRel: 58.410004
INFO    ,bearRel: 52.826406
INFO    ,bearRel: 52.826406
INFO    ,bearRel: 52.826406
INFO    ,bearRel: 52.826406
INFO    ,bearRel: 52.826406
INFO    ,bearRel: 52.826406
INFO    ,bearRel: 52.826406
INFO    ,bearRel: 52.826406
INFO    ,bearRel: 52.826406
INFO    ,bearRel: 48.590281
INFO    ,bearRel: 48.590281
INFO    ,bearRel: 48.590281
INFO    ,bearRel: 48.590281
INFO    ,bearRel: 48.590281
INFO    ,bearRel: 48.590281
INFO    ,bearRel: 48.590281
INFO    ,bearRel: 48.590281
INFO    ,bearRel: 48.590281
INFO    ,bearRel: 48.590281
INFO    ,bearRel: 48.590281
INFO    ,bearRel: 48.590281
INFO    ,bearRel: 48.590281
INFO    ,bearRel: 48.590281
INFO    ,bearRel: 48.590281
INFO    ,bearRel: 48.590281
INFO    ,bearRel: 48.590281
INFO    ,bearRel: 48.590281
INFO    ,bearRel: 48.590281
INFO    ,bearRel: 48.590281
INFO    ,bearRel: 35.770142
INFO    ,bearRel: 35.770142
INFO    ,bearRel: 35.770142
INFO    ,bearRel: 35.770142
INFO    ,bearRel: 35.770142
INFO    ,bearRel: 35.770142
INFO    ,bearRel: 35.770142
INFO    ,bearRel: 35.770142
INFO    ,bearRel: 35.770142
INFO    ,bearRel: 35.770142
INFO    ,bearRel: 28.019593
INFO    ,bearRel: 28.019593
INFO    ,bearRel: 28.019593
INFO    ,bearRel: 28.019593
INFO    ,bearRel: 28.019593
INFO    ,bearRel: 28.019593
INFO    ,bearRel: 28.019593
INFO    ,bearRel: 28.019593
INFO    ,bearRel: 28.019593
INFO    ,bearRel: 24.591005
INFO    ,bearRel: 24.591005
INFO    ,bearRel: 24.591005
INFO    ,bearRel: 24.591005
INFO    ,bearRel: 24.591005
INFO    ,bearRel: 24.591005
INFO    ,bearRel: 24.591005
INFO    ,bearRel: 24.591005
INFO    ,bearRel: 24.591005
INFO    ,bearRel: 24.591005
INFO    ,bearRel: 13.831051
INFO    ,bearRel: 13.831051
INFO    ,bearRel: 13.831051
INFO    ,bearRel: 13.831051
INFO    ,bearRel: 13.831051
INFO    ,bearRel: 13.831051
INFO    ,bearRel: 13.831051
INFO    ,bearRel: 13.831051
INFO    ,bearRel: 13.831051
INFO    ,bearRel: 13.831051
INFO    ,bearRel: 6.926513
INFO    ,bearRel: 6.926513
INFO    ,bearRel: 6.926513
INFO    ,bearRel: 6.926513
INFO    ,bearRel: 6.926513
INFO    ,bearRel: 6.926513
INFO    ,bearRel: 6.926513
INFO    ,bearRel: 6.926513
INFO    ,bearRel: 6.926513
INFO    ,bearRel: 6.926513
INFO    ,bearRel: 18.776633
INFO    ,bearRel: 18.776633
INFO    ,bearRel: 18.776633
INFO    ,bearRel: 18.776633
INFO    ,bearRel: 18.776633
INFO    ,bearRel: 18.776633
INFO    ,bearRel: 18.776633
INFO    ,bearRel: 18.776633
INFO    ,bearRel: 18.776633
INFO    ,bearRel: 10.418465
INFO    ,bearRel: 10.418465
INFO    ,bearRel: 10.418465
INFO    ,bearRel: 10.418465
INFO    ,bearRel: 10.418465
INFO    ,bearRel: 10.418465
INFO    ,bearRel: 10.418465
INFO    ,bearRel: 10.418465
INFO    ,bearRel: 10.418465
INFO    ,bearRel: 10.418465
INFO    ,bearRel: 10.418465
INFO    ,bearRel: 10.418465
INFO    ,bearRel: 10.418465
INFO    ,bearRel: 10.418465
INFO    ,bearRel: 10.418465
INFO    ,bearRel: 10.418465
INFO    ,bearRel: 10.418465
INFO    ,bearRel: 10.418465
INFO    ,bearRel: 10.418465
INFO    ,bearRel: 10.418465
INFO    ,bearRel: -5.567503
INFO    ,bearRel: -5.567503
INFO    ,bearRel: -5.567503
INFO    ,bearRel: -5.567503
INFO    ,bearRel: -5.567503
INFO    ,bearRel: -5.567503
INFO    ,bearRel: -5.567503
INFO    ,bearRel: -5.567503
INFO    ,bearRel: -5.567503
INFO    ,bearRel: -5.567503
INFO    ,bearRel: 1.740888
INFO    ,bearRel: 1.740888
INFO    ,bearRel: 1.740888
INFO    ,bearRel: 1.740888
INFO    ,bearRel: 1.740888
INFO    ,bearRel: 1.740888
INFO    ,bearRel: 1.740888
INFO    ,bearRel: 1.740888
INFO    ,bearRel: 1.740888
INFO    ,bearRel: 1.740888
INFO    ,bearRel: 0.082531
INFO    ,bearRel: 0.082531
INFO    ,bearRel: 0.082531
INFO    ,bearRel: 0.082531
INFO    ,bearRel: 0.082531
INFO    ,bearRel: 0.082531
INFO    ,bearRel: 0.082531
INFO    ,bearRel: 0.082531
INFO    ,bearRel: 0.082531
INFO    ,bearRel: 4.111448
INFO    ,bearRel: 4.111448
INFO    ,bearRel: 4.111448
INFO    ,bearRel: 4.111448
INFO    ,bearRel: 4.111448
INFO    ,bearRel: 4.111448
INFO    ,bearRel: 4.111448
INFO    ,bearRel: 4.111448
INFO    ,bearRel: 4.111448
INFO    ,bearRel: 4.111448
INFO    ,bearRel: -0.538478
INFO    ,bearRel: -0.538478
INFO    ,bearRel: -0.538478
INFO    ,bearRel: -0.538478
INFO    ,bearRel: -0.538478
INFO    ,bearRel: -0.538478
INFO    ,bearRel: -0.538478
INFO    ,bearRel: -0.538478
INFO    ,bearRel: -0.538478
INFO    ,bearRel: -0.538478
INFO    ,bearRel: -5.883389
INFO    ,bearRel: -5.883389
INFO    ,bearRel: -5.883389
INFO    ,bearRel: -5.883389
INFO    ,bearRel: -5.883389
INFO    ,bearRel: -5.883389
INFO    ,bearRel: -5.883389
INFO    ,bearRel: -5.883389
INFO    ,bearRel: -5.883389
INFO    ,bearRel: -5.883389
INFO    ,bearRel: -7.090940
INFO    ,bearRel: -7.090940
INFO    ,bearRel: -7.090940
INFO    ,bearRel: -7.090940
INFO    ,bearRel: -7.090940
INFO    ,bearRel: -7.090940
INFO    ,bearRel: -7.090940
INFO    ,bearRel: -7.090940
INFO    ,bearRel: -7.090940
INFO    ,bearRel: -7.090940
INFO    ,bearRel: -7.090940
INFO    ,bearRel: -7.090940
INFO    ,bearRel: -7.090940
INFO    ,bearRel: -7.090940
INFO    ,bearRel: -7.090940
INFO    ,bearRel: -7.090940
INFO    ,bearRel: -7.090940
INFO    ,bearRel: -7.090940
INFO    ,bearRel: -7.090940
INFO    ,bearRel: -7.090940
INFO    ,bearRel: -7.090940
INFO    ,bearRel: -7.090940
INFO    ,bearRel: -7.090940
INFO    ,bearRel: -7.090940
INFO    ,bearRel: -7.090940
INFO    ,bearRel: -7.090940
INFO    ,bearRel: -7.090940
INFO    ,bearRel: -7.090940
INFO    ,bearRel: -7.090940
INFO    ,bearRel: -9.960912
INFO    ,bearRel: -9.960912
INFO    ,bearRel: -9.960912
INFO    ,bearRel: -9.960912
INFO    ,bearRel: -9.960912
INFO    ,bearRel: -9.960912
INFO    ,bearRel: -9.960912
INFO    ,bearRel: -9.960912
INFO    ,bearRel: -9.960912
INFO    ,bearRel: -9.960912
INFO    ,bearRel: -27.502046
INFO    ,bearRel: -27.502046
INFO    ,bearRel: -27.502046
INFO    ,bearRel: -27.502046
INFO    ,bearRel: -27.502046
INFO    ,bearRel: -27.502046
INFO    ,bearRel: -27.502046
INFO    ,bearRel: -27.502046
INFO    ,bearRel: -27.502046
INFO    ,bearRel: -27.502046
INFO    ,bearRel: -21.853717
INFO    ,bearRel: -21.853717
INFO    ,bearRel: -21.853717
INFO    ,bearRel: -21.853717
INFO    ,bearRel: -21.853717
INFO    ,bearRel: -21.853717
INFO    ,bearRel: -21.853717
INFO    ,bearRel: -21.853717
INFO    ,bearRel: -21.853717
INFO    ,bearRel: -17.694591
INFO    ,bearRel: -17.694591
INFO    ,bearRel: -17.694591
INFO    ,bearRel: -17.694591
INFO    ,bearRel: -17.694591
INFO    ,bearRel: -17.694591
INFO    ,bearRel: -17.694591
INFO    ,bearRel: -17.694591
INFO    ,bearRel: -17.694591
INFO    ,bearRel: -17.694591
INFO    ,bearRel: -16.622168
INFO    ,bearRel: -16.622168
INFO    ,bearRel: -16.622168
INFO    ,bearRel: -16.622168
INFO    ,bearRel: -16.622168
INFO    ,bearRel: -16.622168
INFO    ,bearRel: -16.622168
INFO    ,bearRel: -16.622168
INFO    ,bearRel: -16.622168
INFO    ,bearRel: -16.622168
INFO    ,bearRel: -15.964935
INFO    ,bearRel: -15.964935
INFO    ,bearRel: -15.964935
INFO    ,bearRel: -15.964935
INFO    ,bearRel: -15.964935
INFO    ,bearRel: -15.964935
INFO    ,bearRel: -15.964935
INFO    ,bearRel: -15.964935
INFO    ,bearRel: -15.964935
INFO    ,bearRel: -15.964935
INFO    ,bearRel: -11.667189
INFO    ,bearRel: -11.667189
INFO    ,bearRel: -11.667189
INFO    ,bearRel: -11.667189
INFO    ,bearRel: -11.667189
INFO    ,bearRel: -11.667189
INFO    ,bearRel: -11.667189
INFO    ,bearRel: -11.667189
INFO    ,bearRel: -11.667189
INFO    ,bearRel: -11.667189
INFO    ,bearRel: -11.667189
INFO    ,bearRel: -11.667189
INFO    ,bearRel: -11.667189
INFO    ,bearRel: -11.667189
INFO    ,bearRel: -11.667189
INFO    ,bearRel: -11.667189
INFO    ,bearRel: -11.667189
INFO    ,bearRel: -11.667189
INFO    ,bearRel: -11.667189
INFO    ,bearRel: -11.667189
INFO    ,bearRel: -11.667189
INFO    ,bearRel: -11.667189
INFO    ,bearRel: -11.667189
INFO    ,bearRel: -11.667189
INFO    ,bearRel: -11.667189
INFO    ,bearRel: -11.667189
INFO    ,bearRel: -11.667189
INFO    ,bearRel: -11.667189
INFO    ,bearRel: -11.667189
INFO    ,bearRel: -11.667189
INFO    ,bearRel: -4.715980
INFO    ,bearRel: -4.715980
INFO    ,bearRel: -4.715980
INFO    ,bearRel: -4.715980
INFO    ,bearRel: -4.715980
INFO    ,bearRel: -4.715980
INFO    ,bearRel: -4.715980
INFO    ,bearRel: -4.715980
INFO    ,bearRel: -4.715980
INFO    ,bearRel: -4.715980
INFO    ,bearRel: -20.602700
INFO    ,bearRel: -20.602700
INFO    ,bearRel: -20.602700
INFO    ,bearRel: -20.602700
INFO    ,bearRel: -20.602700
INFO    ,bearRel: -20.602700
INFO    ,bearRel: -20.602700
INFO    ,bearRel: -20.602700
INFO    ,bearRel: -20.602700
INFO    ,bearRel: -20.602700
INFO    ,bearRel: -17.348628
INFO    ,bearRel: -17.348628
INFO    ,bearRel: -17.348628
INFO    ,bearRel: -17.348628
INFO    ,bearRel: -17.348628
INFO    ,bearRel: -17.348628
INFO    ,bearRel: -17.348628
INFO    ,bearRel: -17.348628
INFO    ,bearRel: -17.348628
INFO    ,bearRel: -17.348628
INFO    ,bearRel: -5.395930
INFO    ,bearRel: -5.395930
INFO    ,bearRel: -5.395930
INFO    ,bearRel: -5.395930
INFO    ,bearRel: -5.395930
INFO    ,bearRel: -5.395930
INFO    ,bearRel: -5.395930
INFO    ,bearRel: -5.395930
INFO    ,bearRel: -5.395930
INFO    ,bearRel: -5.395930
INFO    ,bearRel: 7.300255
INFO    ,bearRel: 7.300255
INFO    ,bearRel: 7.300255
INFO    ,bearRel: 7.300255
INFO    ,bearRel: 7.300255
INFO    ,bearRel: 7.300255
INFO    ,bearRel: 7.300255
INFO    ,bearRel: 7.300255
INFO    ,bearRel: 7.300255
INFO    ,bearRel: 6.610452
INFO    ,bearRel: 6.610452
INFO    ,bearRel: 6.610452
INFO    ,bearRel: 6.610452
INFO    ,bearRel: 6.610452
INFO    ,bearRel: 6.610452
INFO    ,bearRel: 6.610452
INFO    ,bearRel: 6.610452
INFO    ,bearRel: 6.610452
INFO    ,bearRel: 6.610452
INFO    ,bearRel: 9.816432
INFO    ,bearRel: 9.816432
INFO    ,bearRel: 9.816432
INFO    ,bearRel: 9.816432
INFO    ,bearRel: 9.816432
INFO    ,bearRel: 9.816432
INFO    ,bearRel: 9.816432
INFO    ,bearRel: 9.816432
INFO    ,bearRel: 9.816432
INFO    ,bearRel: 9.816432
INFO    ,bearRel: 1.111460
INFO    ,bearRel: 1.111460
INFO    ,bearRel: 1.111460
INFO    ,bearRel: 1.111460
INFO    ,bearRel: 1.111460
INFO    ,bearRel: 1.111460
INFO    ,bearRel: 1.111460
INFO    ,bearRel: 1.111460
INFO    ,bearRel: 1.111460
INFO    ,bearRel: 1.111460
INFO    ,bearRel: 1.111460
INFO    ,bearRel: 1.111460
INFO    ,bearRel: 1.111460
INFO    ,bearRel: 1.111460
INFO    ,bearRel: 1.111460
INFO    ,bearRel: 1.111460
INFO    ,bearRel: 1.111460
INFO    ,bearRel: 1.111460
INFO    ,bearRel: 1.111460
INFO    ,bearRel: 1.111460
INFO    ,bearRel: 1.111460
INFO    ,bearRel: 1.111460
INFO    ,bearRel: 1.111460
INFO    ,bearRel: 1.111460
INFO    ,bearRel: 1.111460
INFO    ,bearRel: 1.111460
INFO    ,bearRel: 1.111460
INFO    ,bearRel: 1.111460
INFO    ,bearRel: 1.111460
INFO    ,bearRel: 1.111460
INFO    ,bearRel: 14.412216
INFO    ,bearRel: 14.412216
INFO    ,bearRel: 14.412216
INFO    ,bearRel: 14.412216
INFO    ,bearRel: 14.412216
INFO    ,bearRel: 14.412216
INFO    ,bearRel: 14.412216
INFO    ,bearRel: 14.412216
INFO    ,bearRel: 14.412216
INFO    ,bearRel: 14.412216
INFO    ,bearRel: 14.412216
INFO    ,bearRel: 3.502055
INFO    ,bearRel: 3.502055
INFO    ,bearRel: 3.502055
INFO    ,bearRel: 3.502055
INFO    ,bearRel: 3.502055
INFO    ,bearRel: 3.502055
INFO    ,bearRel: 3.502055
INFO    ,bearRel: 3.502055
INFO    ,bearRel: 3.502055
INFO    ,bearRel: 14.246479
INFO    ,bearRel: 14.246479
INFO    ,bearRel: 14.246479
INFO    ,bearRel: 14.246479
INFO    ,bearRel: 14.246479
INFO    ,bearRel: 14.246479
INFO    ,bearRel: 14.246479
INFO    ,bearRel: 14.246479
INFO    ,bearRel: 14.246479
INFO    ,bearRel: 14.246479
INFO    ,bearRel: 5.065984
INFO    ,bearRel: 5.065984
INFO    ,bearRel: 5.065984
INFO    ,bearRel: 5.065984
INFO    ,bearRel: 5.065984
INFO    ,bearRel: 5.065984
INFO    ,bearRel: 5.065984
INFO    ,bearRel: 5.065984
INFO    ,bearRel: 5.065984
INFO    ,bearRel: 5.065984
INFO    ,bearRel: 16.140978
INFO    ,bearRel: 16.140978
INFO    ,bearRel: 16.140978
INFO    ,bearRel: 16.140978
INFO    ,bearRel: 16.140978
INFO    ,bearRel: 16.140978
INFO    ,bearRel: 16.140978
INFO    ,bearRel: 16.140978
INFO    ,bearRel: 16.140978
INFO    ,bearRel: 16.140978
INFO    ,bearRel: 9.653248
INFO    ,bearRel: 9.653248
INFO    ,bearRel: 9.653248
INFO    ,bearRel: 9.653248
INFO    ,bearRel: 9.653248
INFO    ,bearRel: 9.653248
INFO    ,bearRel: 9.653248
INFO    ,bearRel: 9.653248
INFO    ,bearRel: 9.653248
INFO    ,bearRel: 9.653248
INFO    ,bearRel: 6.279963
INFO    ,bearRel: 6.279963
INFO    ,bearRel: 6.279963
INFO    ,bearRel: 6.279963
INFO    ,bearRel: 6.279963
INFO    ,bearRel: 6.279963
INFO    ,bearRel: 6.279963
INFO    ,bearRel: 6.279963
INFO    ,bearRel: 6.279963
INFO    ,bearRel: 6.279963
INFO    ,bearRel: -7.155523
INFO    ,bearRel: -7.155523
INFO    ,bearRel: -7.155523
INFO    ,bearRel: -7.155523
INFO    ,bearRel: -7.155523
INFO    ,bearRel: -7.155523
INFO    ,bearRel: -7.155523
INFO    ,bearRel: -7.155523
INFO    ,bearRel: -7.155523
INFO    ,bearRel: -7.155523
INFO    ,bearRel: -7.155523
INFO    ,bearRel: -7.155523
INFO    ,bearRel: -7.155523
INFO    ,bearRel: -7.155523
INFO    ,bearRel: -7.155523
INFO    ,bearRel: -7.155523
INFO    ,bearRel: -7.155523
INFO    ,bearRel: -7.155523
INFO    ,bearRel: -7.155523
INFO    ,bearRel: -7.155523
INFO    ,bearRel: -6.131376
INFO    ,bearRel: -6.131376
INFO    ,bearRel: -6.131376
INFO    ,bearRel: -6.131376
INFO    ,bearRel: -6.131376
INFO    ,bearRel: -6.131376
INFO    ,bearRel: -6.131376
INFO    ,bearRel: -6.131376
INFO    ,bearRel: -6.131376
INFO    ,bearRel: -6.131376
INFO    ,bearRel: 0.620750
INFO    ,bearRel: 0.620750
INFO    ,bearRel: 0.620750
INFO    ,bearRel: 0.620750
INFO    ,bearRel: 0.620750
INFO    ,bearRel: 0.620750
INFO    ,bearRel: 0.620750
INFO    ,bearRel: 0.620750
INFO    ,bearRel: 0.620750
INFO    ,bearRel: 0.620750
INFO    ,bearRel: 12.619320
INFO    ,bearRel: 12.619320
INFO    ,bearRel: 12.619320
INFO    ,bearRel: 12.619320
INFO    ,bearRel: 12.619320
INFO    ,bearRel: 12.619320
INFO    ,bearRel: 12.619320
INFO    ,bearRel: 12.619320
INFO    ,bearRel: 12.619320
INFO    ,bearRel: 12.619320
INFO    ,bearRel: 15.372027
INFO    ,bearRel: 15.372027
INFO    ,bearRel: 15.372027
INFO    ,bearRel: 15.372027
INFO    ,bearRel: 15.372027
INFO    ,bearRel: 15.372027
INFO    ,bearRel: 15.372027
INFO    ,bearRel: 15.372027
INFO    ,bearRel: 15.372027
INFO    ,bearRel: 15.372027
INFO    ,bearRel: 19.446804
INFO    ,bearRel: 19.446804
INFO    ,bearRel: 19.446804
INFO    ,bearRel: 19.446804
INFO    ,bearRel: 19.446804
INFO    ,bearRel: 19.446804
INFO    ,bearRel: 19.446804
INFO    ,bearRel: 19.446804
INFO    ,bearRel: 19.446804
INFO    ,bearRel: 19.446804
INFO    ,bearRel: 18.443482
INFO    ,bearRel: 18.443482
INFO    ,bearRel: 18.443482
INFO    ,bearRel: 18.443482
INFO    ,bearRel: 18.443482
INFO    ,bearRel: 18.443482
INFO    ,bearRel: 18.443482
INFO    ,bearRel: 18.443482
INFO    ,bearRel: 18.443482
INFO    ,bearRel: 18.443482
INFO    ,bearRel: 18.141533
INFO    ,bearRel: 18.141533
INFO    ,bearRel: 18.141533
WARNING ,Abort@while(True): KeyboardInterrupt
WARNING ,Finally@while(True)
WARNING ,Traceback (most recent call last):
  File "WaypointBasicNavLogging.py", line 342, in <module>
    log_root.info('bearRel: %f' %bearRel)
  File "/usr/lib/python2.7/logging/__init__.py", line 1148, in info
    self._log(INFO, msg, args, **kwargs)
  File "/usr/lib/python2.7/logging/__init__.py", line 1267, in _log
    self.handle(record)
  File "/usr/lib/python2.7/logging/__init__.py", line 1277, in handle
    self.callHandlers(record)
  File "/usr/lib/python2.7/logging/__init__.py", line 1317, in callHandlers
    hdlr.handle(record)
  File "/usr/lib/python2.7/logging/__init__.py", line 748, in handle
    self.emit(record)
  File "/usr/lib/python2.7/logging/__init__.py", line 938, in emit
    StreamHandler.emit(self, record)
  File "/usr/lib/python2.7/logging/__init__.py", line 850, in emit
    msg = self.format(record)
  File "/usr/lib/python2.7/logging/__init__.py", line 723, in format
    return fmt.format(record)
  File "/usr/lib/python2.7/logging/__init__.py", line 473, in format
    if record.exc_text:
KeyboardInterrupt

